citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
60 FR 13023, 95-6121,13025,https://www.federalregister.gov/documents/1995/03/10/95-6121/ensuring-the-economical-and-efficient-administration-and-completion-of-federal-government-contracts,https://www.govinfo.gov/content/pkg/FR-1995-03-10/pdf/95-6121.pdf,Presidential Document,Executive Order,03/10/1995,1995-03-08,13023,Ensuring the Economical and Efficient Administration and Completion of Federal Government Contracts,"",12954,""
62 FR 68521, 97-34224,68530,https://www.federalregister.gov/documents/1997/12/31/97-34224/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-1997-12-31/pdf/97-34224.pdf,Presidential Document,Executive Order,12/31/1997,1997-12-29,68521,Adjustments of Certain Rates of Pay,"Supersedes: EO 13033, December 27, 1996
Superseded by: EO 13106, December 7, 1998",13071,""
60 FR 6381, 95-2687,6381,https://www.federalregister.gov/documents/1995/02/01/95-2687/amendment-to-executive-order-no-12898,https://www.govinfo.gov/content/pkg/FR-1995-02-01/pdf/95-2687.pdf,Presidential Document,Executive Order,02/01/1995,1995-01-30,6381,Amendment to Executive Order No. 12898,"Amends: EO 12898, February 11, 1994",12948,""
58 FR 5911, ,"","","",Presidential Document,Executive Order,01/22/1993,1993-01-20,"",Ethics Commitments by Executive Branch Appointees,"Revoked by: EO 13184, December 28, 2000",12834,""
58 FR 6189, ,"","","",Presidential Document,Executive Order,01/27/1993,1993-01-25,"",Establishment of the National Economic Council,"Amended by: EO 13286, February 28, 2003; EO 13499, February 5, 2009; EO 13569, April 5, 2011",12835,""
58 FR 7045, ,"","","",Presidential Document,Executive Order,02/03/1993,1993-02-01,"",Revocation of Certain Executive Orders Concerning Federal Contracting,"Revokes: EO 12818, October 23, 1992; EO 12800, April 13, 1992
Revoked by: EO 13201, February 17, 2001 (in part); EO 13202, February 17, 2001
See: 58 FR 12140",12836,""
58 FR 8205, ,"","","",Presidential Document,Executive Order,02/12/1993,1993-02-10,"",Deficit Control and Productivity Improvement in the Administration of the Federal Government,"",12837,""
58 FR 8207, ,"","","",Presidential Document,Executive Order,02/12/1993,1993-02-10,"",Termination and Limitation of Federal Advisory Committees,"",12838,""
58 FR 8515, ,"","","",Presidential Document,Executive Order,02/12/1993,1993-02-10,"","Reduction of 100,000 Federal positions",See: Pub.L. 103-88 (107 Stat. 978),12839,""
58 FR 13529, ,"","","",Presidential Document,Executive Order,03/12/1993,1993-03-09,"",Adjustments to level IV and V of the Executive Schedule,"Amends: EO 12154, September 4, 1979
See: EO 12833, January 19, 1993",12841,""
58 FR 21885, ,"","","",Presidential Document,Executive Order,04/23/1993,1993-04-21,"",Federal use of Alternative fueled vehicles,"Revoked in part by: EO 12974, September 29, 1995
Superseded by: EO 13031, December 13, 1996",12844,""
58 FR 21887, ,"","","",Presidential Document,Executive Order,04/23/1993,1993-04-21,"",Requiring agencies to purchase energy efficient computer equipment,"See: EO 13101, September 14, 1998
Revoked by: EO 13123, June 3, 1999",12845,""
58 FR 25771, ,"","","",Presidential Document,Executive Order,04/27/1993,1993-04-25,"",Additional measures with respect to the Federal Republic of Yugoslavia (Serbia and Montenegro),"See: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; Notice of May 25, 1993; Notice of May 25, 1994; 58 FR 35828 (Department of the Treasury, Office of Foreign Assets Control sanctions regulations); Presidential Determination No. 96-7 of December 27, 1995; Notice of May 24, 1996; Notice, May 28, 1997; Notice of May 24, 2001
Revoked by: EO 13304, May 28, 2003",12846,""
58 FR 29517, ,"","","",Presidential Document,Executive Order,05/20/1993,1993-05-19,"",Federal plan to break the cycle of homelessness,"",12848,""
58 FR 31327, ,"","","",Presidential Document,Executive Order,06/01/1993,1993-05-28,"",Conditions for renewal of Most-Favored-Nation Status for the People's Republic of China in 1994,"See: Presidential Determination No. 93-23, May 28, 1993",12850,""
58 FR 33181, ,"","","",Presidential Document,Executive Order,06/15/1993,1993-06-11,"","Administration of Proliferation Sanctions, Middle East Arms Control, and Related Congressional Reporting Responsibilities","Supersedes: Memorandum of June 25, 1991
See: EO 12923, June 30, 1994; EO 12924, August 19, 1994; EO 13222, August 17, 2001",12851,""
58 FR 35841, ,"","","",Presidential Document,Executive Order,07/02/1993,1993-06-29,"",President's Council on Sustainable Development,"Revokes: EO 12737, December 12, 1990
Amended by: EO 12855, July 19, 1993; EO 12965, June 27, 1995; EO 12965, June 27, 1995; EO 12980, November 17, 1995; EO 13053, June 30, 1997; EO 13114, February 25, 1999
Revoked by: EO 13138, September 30, 1999",12852,""
58 FR 36587, ,"","","",Presidential Document,Executive Order,07/07/1993,1993-07-04,"",Implementation of the Cuban Democracy Act,See: 58 FR 45060,12854,""
58 FR 39107, ,"","","",Presidential Document,Executive Order,07/21/1993,1993-07-19,"",Amendment to Executive Order 12852,"Amends: EO 12852, June 29, 1993
Note: EO 12855 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.",12855,""
58 FR 42181, ,"","","",Presidential Document,Executive Order,08/06/1993,1993-08-04,"",Budget Control,"",12857,""
58 FR 47201, ,"","","",Presidential Document,Executive Order,09/08/1993,1993-09-03,"",Adding members to the Committee on Foreign Investment in the United States,"Amends: EO 11858, May 7, 1975",12860,""
58 FR 48257, ,"","","",Presidential Document,Executive Order,09/14/1993,1993-09-11,"",Setting Customer Service Standards,"EO 13571, April 27, 2011",12862,""
58 FR 51005, ,"","","",Presidential Document,Executive Order,09/29/1993,1993-09-26,"",Prohibiting Certain Transactions Involving UNITA,"Continued by Notices of August 17, 1994; September 18, 1995; September 16, 1996; of September 24, 1997
See: State Department sanctions (58 FR 64904); Final Rule of March 23 (59 FR 15624); Final Rule at (62 FR 45098); EO 13069, December 12, 1997; EO 13098, August 18, 1998; Notice of September 22, 2000; Notice of September 24, 2001; Notice of September 23, 2002 (67 FR 60105)
Revoked by: EO 13298, May 6, 2003",12865,""
58 FR 51735, ,"","","",Presidential Document,Executive Order,10/04/1993,1993-09-30,"",Regulatory Planning and Review,"Revokes: EO 12291, February 17, 1981; EO 12498, January 4, 1985
Amended by: EO 13258, February 26, 2002; EO 13422, January 18, 2007; EO 14215, February 24, 2025
Supplemented by: EO 12875, October 26, 1993; EO 13083, May 14, 1998 (which was suspended by EO 13095, August 5, 1998); EO 13084, May 14, 1998; EO 13132, August 4, 1999
See: 59 FR 24276; EO 12988, February 5, 1996; EO 13175, November 6, 2000; EO 13272, August 13, 2002; EO 13416, December 5, 2006; EO 13432, May 14, 2007; EO 13497, January 30, 2009; EO 13579, July 11, 2011; EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13636, February 12, 2013; EO 14192, January 31, 2025; EO 14219, February 19, 2025; EO 14267, April 9, 2025",12866,false
58 FR 51747, ,"","","",Presidential Document,Executive Order,10/04/1993,1993-09-30,"",Termination of emergency authority for certain export controls,"Revokes: EO 12730, September 30, 1990
See: EO 12735, November 16, 1990; EO 12002, July 7, 1977; EO 12214, May 2, 1980",12867,""
58 FR 51749, ,"","","",Presidential Document,Executive Order,10/04/1993,1993-09-30,"",Measures to restrict the participation by United States persons in weapons proliferation activities,"Revoked by: EO 12930, September 29, 1994
See: EO 12730, September 30, 1990; subsequent continuing administrative memoranda; EO 12735, November 16, 1990",12868,""
58 FR 51753, ,"","","",Presidential Document,Executive Order,10/04/1993,1993-09-30,"",Trade Promotion Coordinating Committee,"Amended by: EO 13286, February 28, 2003",12870,""
58 FR 52201, ,"","","",Presidential Document,Executive Order,10/06/1993,1993-10-01,"",Labor-Management Partnerships,"Amended by: EO 12974, September 29, 1995; EO 12983, December 21, 1995; EO 13062, September 29, 1997; EO 13138, September 30, 1999; EO 13156, May 17, 2000
Revoked by: EO 13203, February 17, 2001",12871,""
58 FR 58735, ,"","","",Presidential Document,Executive Order,11/04/1993,1993-11-01,"",Historically black colleges and universities,"Revokes: EO 12677, April 28, 1989
Amended by: EO 12974, September 29, 1995; EO 13062, September 29, 1997; EO 13138, September 30, 1999
Revoked by: EO 13256, February 12, 2002",12876,""
58 FR 59159, ,"","","",Presidential Document,Executive Order,11/08/1993,1993-11-03,"",Amendment to Executive Order 12569,"Amends: EO 12569, October 16, 1986",12877,""
58 FR 59929, ,"","","",Presidential Document,Executive Order,11/10/1993,1993-11-08,"",Order of succession of officers to act as Secretary of the Navy,"",12879,""
58 FR 60989, ,"","","",Presidential Document,Executive Order,11/18/1993,1993-11-16,"",National Drug Control Program,"Amended by: EO 13008, June 3, 1996",12880,""
58 FR 63281, ,"","","",Presidential Document,Executive Order,12/01/1993,1993-11-29,"",Delegating a Federal Pay Administration Authority,"Amends: EO 12748, February 1, 1991",12883,""
58 FR 65863, ,"","","",Presidential Document,Executive Order,12/16/1993,1993-12-14,"",Amendment to Executive Order No. 12829,"Amends: EO 12829, January 6, 1993",12885,""
58 FR 68713, ,"","","",Presidential Document,Executive Order,12/28/1993,1993-12-23,"",Amending Executive Order No. 12878,"Amends: EO 12878, November 5, 1993
See: EO 12974, September 29, 1995",12887,""
58 FR 69153, ,"","","",Presidential Document,Executive Order,12/29/1993,1993-12-23,"","Amendments to the Manual for Courts-Martial, United States, 1984","Amends: EO 12473, April 13, 1984
See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",12888,""
66 FR 5421, 01-1813,5423,https://www.federalregister.gov/documents/2001/01/19/01-1813/federal-interagency-task-force-on-the-district-of-columbia,https://www.govinfo.gov/content/pkg/FR-2001-01-19/pdf/01-1813.pdf,Presidential Document,Executive Order,01/19/2001,2001-01-15,5421,Federal Interagency Task Force on the District of Columbia,"",13189,""
66 FR 5424, 01-1814,5425,https://www.federalregister.gov/documents/2001/01/19/01-1814/presidents-commission-on-educational-resource-equity,https://www.govinfo.gov/content/pkg/FR-2001-01-19/pdf/01-1814.pdf,Presidential Document,Executive Order,01/19/2001,2001-01-15,5424,President's Commission on Educational Resource Equity,"",13190,""
65 FR 24595, 00-10550,24606,https://www.federalregister.gov/documents/2000/04/26/00-10550/greening-the-government-through-leadership-in-environmental-management,https://www.govinfo.gov/content/pkg/FR-2000-04-26/pdf/00-10550.pdf,Presidential Document,Executive Order,04/26/2000,2000-04-21,24595,Greening the Government Through Leadership in Environmental Management,"Revokes: EO 12088, October 13, 1978 (in part); EO 12843, April 21, 1993; EO 12856, August 3, 1993; EO 12969, August 8, 1995; Memorandum of April 26, 1994
See: EO 13101, September 14, 1998; EO 13123, June 3, 1999; EO 13134, August 12, 1999
Revoked by: EO 13423, January 24, 2007",13148,""
65 FR 24607, 00-10551,24611,https://www.federalregister.gov/documents/2000/04/26/00-10551/greening-the-government-through-federal-fleet-and-transportation-efficiency,https://www.govinfo.gov/content/pkg/FR-2000-04-26/pdf/00-10551.pdf,Presidential Document,Executive Order,04/26/2000,2000-04-21,24607,Greening the Government Through Federal Fleet and Transportation Efficiency,"Revokes: EO 13031, December 13, 1996
Revoked by: EO 13423, January 24, 2007
See:  EO 13101, September 14, 1998; Proc. 7308, May 15, 2000 (65 FR 31783)",13149,""
65 FR 24613, 00-10552,24614,https://www.federalregister.gov/documents/2000/04/26/00-10552/federal-workforce-transportation,https://www.govinfo.gov/content/pkg/FR-2000-04-26/pdf/00-10552.pdf,Presidential Document,Executive Order,04/26/2000,2000-04-21,24613,Federal Workforce Transportation,"",13150,""
65 FR 43211, 00-17829,43212,https://www.federalregister.gov/documents/2000/07/12/00-17829/federal-career-intern-program,https://www.govinfo.gov/content/pkg/FR-2000-07-12/pdf/00-17829.pdf,Presidential Document,Executive Order,07/12/2000,2000-07-06,43211,Federal Career Intern Program,"Revokes: EO 12596, May 7, 1987
Revoked by: EO 13562, December 27, 2010",13162,""
61 FR 58125, 96-29109,58125,https://www.federalregister.gov/documents/1996/11/12/96-29109/amending-executive-order-12015-relating-to-competitive-appointments-of-students-who-have-completed,https://www.govinfo.gov/content/pkg/FR-1996-11-12/pdf/96-29109.pdf,Presidential Document,Executive Order,11/12/1996,1996-11-07,58125,"Amending Executive Order 12015, Relating to Competitive Appointments of Students Who Have Completed Approved Career-Related Work Study Programs","Amends: EO 12015, October 26, 1977",13024,""
61 FR 54929, 96-27352,54932,https://www.federalregister.gov/documents/1996/10/23/96-27352/tribal-colleges-and-universities,https://www.govinfo.gov/content/pkg/FR-1996-10-23/pdf/96-27352.pdf,Presidential Document,Executive Order,10/23/1996,1996-10-19,54929,Tribal Colleges and Universities,"Amended by: EO 13104, October 19, 1998; EO 13138, September 30,1999; EO 13225, September 28, 2001
Revoked by: EO 13270, July 3, 2002",13021,""
61 FR 66529, 96-32195,66531,https://www.federalregister.gov/documents/1996/12/17/96-32195/federal-alternative-fueled-vehicle-leadership,https://www.govinfo.gov/content/pkg/FR-1996-12-17/pdf/96-32195.pdf,Presidential Document,Executive Order,12/17/1996,1996-12-13,66529,Federal Alternative Fueled Vehicle Leadership,"Suspersedes: EO 12844, April 21, 1993
Revoked by: EO 13149, April 21, 2000
See: EO 13101, September 14, 1998",13031,""
61 FR 66187, 96-32128,66187,https://www.federalregister.gov/documents/1996/12/17/96-32128/administration-of-foreign-assistance-and-related-functions-and-arms-export-controls,https://www.govinfo.gov/content/pkg/FR-1996-12-17/pdf/96-32128.pdf,Presidential Document,Executive Order,12/17/1996,1996-12-12,66187,Administration of Foreign Assistance and Related Functions and Arms Export Controls,"Amends: EO 11958, January 18, 1977; EO 12163, September 29, 1979; EO 12884, December 1, 1993",13030,""
62 FR 45139, 97-22703,45139,https://www.federalregister.gov/documents/1997/08/25/97-22703/establishing-an-emergency-board-to-investigate-disputes-between-amtrak-and-its-employees-represented,https://www.govinfo.gov/content/pkg/FR-1997-08-25/pdf/97-22703.pdf,Presidential Document,Executive Order,08/25/1997,1997-08-21,45139,Establishing an Emergency Board To Investigate Disputes Between Amtrak and its Employees Represented by the Brotherhood of Maintenance of Way Employes,"",13060,""
64 FR 40733, 99-19396,40734,https://www.federalregister.gov/documents/1999/07/27/99-19396/further-amendments-to-executive-order-12757-implementation-of-the-enterprise-for-the-americas,https://www.govinfo.gov/content/pkg/FR-1999-07-27/pdf/99-19396.pdf,Presidential Document,Executive Order,07/27/1999,1999-07-22,40733,"Further Amendments to Executive Order 12757, Implementation of the Enterprise for the Americas Initiative","Amends: EO 12757, March 19, 1991
See: EO 12823, December 3, 1992; EO 13028, December 3, 1996
Revoked by: EO 13345, July 8, 2004",13131,""
64 FR 44639, 99-21392,44642,https://www.federalregister.gov/documents/1999/08/16/99-21392/developing-and-promoting-biobased-products-and-bioenergy,https://www.govinfo.gov/content/pkg/FR-1999-08-16/pdf/99-21392.pdf,Presidential Document,Executive Order,08/16/1999,1999-08-12,44639,Developing and Promoting Biobased Products and Bioenergy,"Revoked by: EO 13225, September 28, 2001 (in part); EO 13423, January 24, 2007
See: EO 13148, April 21, 2000",13134,""
64 FR 50733, 99-24582,50733,https://www.federalregister.gov/documents/1999/09/20/99-24582/amendment-to-executive-order-12975-as-amended-national-bioethics-advisory-commission,https://www.govinfo.gov/content/pkg/FR-1999-09-20/pdf/99-24582.pdf,Presidential Document,Executive Order,09/20/1999,1999-09-15,50733,"Amendment to Executive Order 12975, as Amended, National Bioethics Advisory Commission","Amends: EO 12975, October 3, 1995
See: EO 13316, September 17, 2003",13137,""
65 FR 26479, 00-11532,26479,https://www.federalregister.gov/documents/2000/05/05/00-11532/establishing-the-kosovo-campaign-medal,https://www.govinfo.gov/content/pkg/FR-2000-05-05/pdf/00-11532.pdf,Presidential Document,Executive Order,05/05/2000,2000-05-03,26479,Establishing the Kosovo Campaign Medal,"See: EO 10977, December 4, 1961; EO 12985, January 11, 1996
Amended by: EO 13286, February 28, 2003",13154,""
65 FR 26115, 00-11336,26115,https://www.federalregister.gov/documents/2000/05/04/00-11336/further-amendment-to-executive-order-11478-equal-employment-opportunity-in-federal-government,https://www.govinfo.gov/content/pkg/FR-2000-05-04/pdf/00-11336.pdf,Presidential Document,Executive Order,05/04/2000,2000-05-02,26115,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in Federal Government","Amends:  EO 11478, August 8, 1969
Note: This Executive order expands equal employment policy in the Federal Government by prohibiting discrimination based on parental status.",13152,""
65 FR 30521, 00-12177,30523,https://www.federalregister.gov/documents/2000/05/12/00-12177/access-to-hivaids-pharmaceuticals-and-medical,https://www.govinfo.gov/content/pkg/FR-2000-05-12/pdf/00-12177.pdf,Presidential Document,Executive Order,05/12/2000,2000-05-10,30521,Access to HIV/AIDS Pharmaceuticals and Medical,"",13155,""
65 FR 31785, 00-12840,31785,https://www.federalregister.gov/documents/2000/05/19/00-12840/amendment-to-executive-order-12871-regarding-the-national-partnership-council,https://www.govinfo.gov/content/pkg/FR-2000-05-19/pdf/00-12840.pdf,Presidential Document,Executive Order,05/19/2000,2000-05-17,31785,Amendment to Executive Order 12871 Regarding the National Partnership Council,"Amends:  EO 12871, October 1, 1993
See: EO 12983, December 21, 1995; EO 13203, February 17, 2001",13156,""
65 FR 57079, 00-24364,57079,https://www.federalregister.gov/documents/2000/09/20/00-24364/amendment-to-executive-order-13147-increasing-the-membership-of-the-white-house-commission-on,https://www.govinfo.gov/content/pkg/FR-2000-09-20/pdf/00-24364.pdf,Presidential Document,Executive Order,09/20/2000,2000-09-15,57079,"Amendment to Executive Order 13147, Increasing the Membership of the White House Commission on Complementary and Alternative Medicine Policy","Amends:  EO 13147, March 7, 2000",13167,""
65 FR 34909, 00-13830,34911,https://www.federalregister.gov/documents/2000/05/31/00-13830/marine-protected-areas,https://www.govinfo.gov/content/pkg/FR-2000-05-31/pdf/00-13830.pdf,Presidential Document,Executive Order,05/31/2000,2000-05-26,34909,Marine Protected Areas,"See:  Proc. 5030, March 10, 1983; Proc. 5928, December 27, 1988; Proc. 7219, September 2, 1999; EO 13178, December 4, 2000
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017",13158,""
65 FR 39279, 00-16252,39280,https://www.federalregister.gov/documents/2000/06/26/00-16252/blocking-property-of-the-government-of-the-russian-federation-relating-to-the-disposition-of-highly,https://www.govinfo.gov/content/pkg/FR-2000-06-26/pdf/00-16252.pdf,Presidential Document,Executive Order,06/26/2000,2000-06-21,39279,Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons,"See:  EO 12938, November 14, 1994; EO 13085, May 26, 1998; Notice of June 18, 2002; Notice of June 10, 2003; Notice of June 16, 2004; Notice of June 17, 2005; Notice of June 19, 2006; Notice of June 19, 2007; Notice of June 18, 2008; Notice of June 18, 2009; Notice of June 17, 2010",13159,""
65 FR 11201, 00-5209,11202,https://www.federalregister.gov/documents/2000/03/02/00-5209/presidents-council-on-the-future-of-princeville-north-carolina,https://www.govinfo.gov/content/pkg/FR-2000-03-02/pdf/00-5209.pdf,Presidential Document,Executive Order,03/02/2000,2000-02-29,11201,"President's Council on the Future of Princeville, North Carolina","",13146,""
65 FR 13233, 00-6126,13234,https://www.federalregister.gov/documents/2000/03/10/00-6126/white-house-commission-on-complementary-and-alternative-medicine-policy,https://www.govinfo.gov/content/pkg/FR-2000-03-10/pdf/00-6126.pdf,Presidential Document,Executive Order,03/10/2000,2000-03-07,13233,White House Commission on Complementary and Alternative Medicine Policy,"Amended by: EO 13167, September 15, 2000
Revoked by: EO 13316, September 17, 2003",13147,""
59 FR 21907, 94-10241,21908,https://www.federalregister.gov/documents/1994/04/26/94-10241/order-of-succession-of-officers-to-act-as-secretary-of-the-army,"",Presidential Document,Executive Order,04/26/1994,1994-04-22,21907,Order of Succession of Officers To Act as Secretary of the Army,"",12908,""
59 FR 21915, 94-10249,21915,https://www.federalregister.gov/documents/1994/04/26/94-10249/providing-for-the-closing-of-government-departments-and-agencies-on-april-27-1994,"",Presidential Document,Executive Order,04/26/1994,1994-04-23,21915,"Providing for the Closing of Government Departments and agencies on April 27, 1994",Note: In memoriam of President Nixon,12910,""
59 FR 7629, 94-3685,7633,https://www.federalregister.gov/documents/1994/02/16/94-3685/federal-actions-to-address-environmental-justice-in-minority-populations-and-low-income-populations,"",Presidential Document,Executive Order,02/16/1994,1994-02-11,7629,Federal Actions To Address Environmental Justice in Minority Populations and Low-Income Populations,"Amends: EO 12250, November 2, 1980
Amended by: EO 12948, January 30, 1995
Revoked by: EO 14173, January 21, 2025",12898,""
59 FR 29525, 94-14027,29534,https://www.federalregister.gov/documents/1994/06/07/94-14027/national-defense-industrial-resources-preparedness,"",Presidential Document,Executive Order,06/07/1994,1994-06-03,29525,National Defense Industrial Resources Preparedness,"Amends: EO 10789, November 14, 1958; EO 11790, June 25, 1974
Amended by: EO 13286, February 28, 2003
Revoked in part by: EO 13456, January 23, 2008
Supersedes or Revokes: EO 8248, September 8, 1939 (in part); EO 10222, March 8, 1951; EO 10480, August 14, 1953; EO 10647, November 28, 1955; EO 11179, September 22, 1964; EO 11355, May 26, 1967; EO 11912, April 13, 1976 (in part); EO 12148, July 20, 1979 (in part); EO 12521, June 24, 1985; EO 12649, August 11, 1988; EO 12773, September 26, 1991 (in part)",12919,""
59 FR 48377, 94-23453,48378,https://www.federalregister.gov/documents/1994/09/20/94-23453/promoting-procurement-with-small-businesses-owned-and-controlled-by-socially-and-economically,"",Presidential Document,Executive Order,09/20/1994,1994-09-16,48377,"Promoting Procurement With Small Businesses Owned and Controlled by Socially and Economically Disadvantaged Individuals, Historically Black Colleges and Universities, and Minority Institutions","",12928,""
59 FR 59099, 94-28487,59102,https://www.federalregister.gov/documents/1994/11/16/94-28487/proliferation-of-weapons-of-mass-destruction,"",Presidential Document,Executive Order,11/16/1994,1994-11-14,59099,Proliferation of Weapons of Mass Destruction,"",12938,""
60 FR 4829, 95-1925,4830,https://www.federalregister.gov/documents/1995/01/24/95-1925/presidents-advisory-board-on-arms-proliferation-policy,https://www.govinfo.gov/content/pkg/FR-1995-01-24/pdf/95-1925.pdf,Presidential Document,Executive Order,01/24/1995,1995-01-20,4829,President's Advisory Board on Arms Proliferation Policy,"Revoked by: EO 13062, September 29, 1997",12946,""
59 FR 64551, 94-30997,64551,https://www.federalregister.gov/documents/1994/12/15/94-30997/addition-to-level-v-of-the-executive-schedule-commissioner-administration-for-native-americans,"",Presidential Document,Executive Order,12/15/1994,1994-12-12,64551,"Addition to Level V of the Executive Schedule Commissioner, Administration for Native Americans","",12942,""
59 FR 64553, 94-30998,64553,https://www.federalregister.gov/documents/1994/12/15/94-30998/further-amendment-to-executive-order-no-11755,"",Presidential Document,Executive Order,12/15/1994,1994-12-13,64553,Further Amendment to Executive Order No. 11755,"Amends: EO 11755, December 29, 1973",12943,""
60 FR 4527, 95-1877,4527,https://www.federalregister.gov/documents/1995/01/24/95-1877/amendment-to-executive-order-no-12640,https://www.govinfo.gov/content/pkg/FR-1995-01-24/pdf/95-1877.pdf,Presidential Document,Executive Order,01/24/1995,1995-01-20,4527,Amendment to Executive Order No. 12640,"",12945,""
60 FR 8169, 95-3671,8169,https://www.federalregister.gov/documents/1995/02/13/95-3671/foreign-intelligence-physical-searches,https://www.govinfo.gov/content/pkg/FR-1995-02-13/pdf/95-3671.pdf,Presidential Document,Executive Order,02/13/1995,1995-02-09,8169,Foreign Intelligence Physical Searches,"Amended by: EO 13475, October 7, 2008",12949,""
60 FR 10789, 95-5050,10790,https://www.federalregister.gov/documents/1995/02/28/95-5050/release-of-imagery-acquired-by-space-based-national-intelligence-reconnaissance-systems,https://www.govinfo.gov/content/pkg/FR-1995-02-28/pdf/95-5050.pdf,Presidential Document,Executive Order,02/28/1995,1995-02-22,10789,Release of Imagery Acquired by Space-Based National Intelligence Reconnaissance Systems,"",12951,""
60 FR 34087, 95-16320,34087,https://www.federalregister.gov/documents/1995/06/30/95-16320/further-amendment-to-executive-order-no-12852,https://www.govinfo.gov/content/pkg/FR-1995-06-30/pdf/95-16320.pdf,Presidential Document,Executive Order,06/30/1995,1995-06-27,34087,Further Amendment to Executive Order No. 12852,"Amends: EO 12852, June 29, 1993;;
 ;  Note: EO 12965 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.",12965,""
60 FR 30769, 95-14407,30770,https://www.federalregister.gov/documents/1995/06/09/95-14407/recreational-fisheries,https://www.govinfo.gov/content/pkg/FR-1995-06-09/pdf/95-14407.pdf,Presidential Document,Executive Order,06/09/1995,1995-06-07,30769,Recreational Fisheries,"Amended by: EO 13474, September 26, 2008 ",12962,""
60 FR 33095, 95-15760,33096,https://www.federalregister.gov/documents/1995/06/26/95-15760/commission-on-united-states-pacific-trade-and-investment-policy,https://www.govinfo.gov/content/pkg/FR-1995-06-26/pdf/95-15760.pdf,Presidential Document,Executive Order,06/26/1995,1995-06-21,33095,Commission on United States-Pacific Trade and Investment Policy,"Amended by: EO 12987, January 31, 1996; EO 13032, December 26, 1996
Revoked by: EO 13062, September 29, 1997",12964,""
59 FR 54117, 94-26834,54118,https://www.federalregister.gov/documents/1994/10/27/94-26834/blocking-property-and-additional-measures-with-respect-to-the-bosnian-serb-controlled-areas-of-the,"",Presidential Document,Executive Order,10/27/1994,1994-10-25,54117,Blocking Property and Additional Measures With Respect to the Bosnian Serb-Controlled Areas of the Republic of Bosnia and Herzegovina,"See: Pres. Determination No. 96-7 of December 27, 1995; Notice of May 24, 1996; Notice of May 28, 1997; Notice of May 25, 2000; Notice of May 24, 2001
Revoked by: EO 13304, May 28, 2003",12934,""
59 FR 54511, 94-27135,54511,https://www.federalregister.gov/documents/1994/10/31/94-27135/amending-executive-order-no-11157-as-it-relates-to-the-definition-offield-duty,"",Presidential Document,Executive Order,10/31/1994,1994-10-28,54511,"Amending Executive Order No. 11157 as it Relates to the Definition of""Field Duty''","Amends: EO 11157, June 22, 1964",12935,""
59 FR 52387, 94-25837,52388,https://www.federalregister.gov/documents/1994/10/17/94-25837/federal-procurement-reform,"",Presidential Document,Executive Order,10/17/1994,1994-10-13,52387,Federal Procurement Reform,"Revokes: EO 12352, March 17, 1982",12931,""
59 FR 53559, 94-26516,53561,https://www.federalregister.gov/documents/1994/10/24/94-26516/nondisplacement-of-qualified-workers-under-certain-contracts,"",Presidential Document,Executive Order,10/24/1994,1994-10-20,53559,Nondisplacement of Qualified Workers Under Certain Contracts,"",12933,""
59 FR 50475, 94-24617,50475,https://www.federalregister.gov/documents/1994/10/03/94-24617/measures-to-restrict-the-participation-by-united-states-persons-in-weapons-proliferation-activities,"",Presidential Document,Executive Order,10/03/1994,1994-09-29,50475,Measures To Restrict the Participation by United States Persons in Weapons Proliferation Activities,"Revoked by: EO 12938, November 14, 1994",12930,""
64 FR 7489, 99-3832,7489,https://www.federalregister.gov/documents/1999/02/16/99-3832/presidents-information-technology-advisory-committee-further-amendments-to-executive-order-13035-as,https://www.govinfo.gov/content/pkg/FR-1999-02-16/pdf/99-3832.pdf,Presidential Document,Executive Order,02/16/1999,1999-02-10,7489,"President's Information Technology Advisory Committee, Further Amendments to Executive Order 13035, as Amended","Amends: EO 13035, February 11, 1997 
See: EO 13200, February 11, 2001; EO 13215, May 31, 2001",13113,""
63 FR 24385, 98-11922,24385,https://www.federalregister.gov/documents/1998/05/04/98-11922/amendment-to-executive-order-no-13038-advisory-committee-on-public-interest-obligations-of-digital,https://www.govinfo.gov/content/pkg/FR-1998-05-04/pdf/98-11922.pdf,Presidential Document,Executive Order,05/04/1998,1998-04-30,24385,"Amendment to Executive Order No. 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","Amends: EO 13038, March 11, 1997; Note: EO 13081 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13081,""
